Event	ID	Name			Wwise Object Path	Notes
	228122833	Ablilty_Greed_CoinBetting			\Default Work Unit\SFX\Ablilty\Greed\Ablilty_Greed_CoinBetting	
	307190599	Ablilty_Luxuria_FascinatingMelody			\Default Work Unit\SFX\Ablilty\Luxuria\Ablilty_Luxuria_FascinatingMelody	
	359925860	Ablilty_Jealousy_SwordDance			\Default Work Unit\SFX\Ablilty\Jealousy\Ablilty_Jealousy_SwordDance	
	394947470	Ablilty_Pride_rush			\Default Work Unit\SFX\Ablilty\Pride\Ablilty_Pride_rush	
	772338355	Ablilty_Pride_warrant			\Default Work Unit\SFX\Ablilty\Pride\Ablilty_Pride_warrant	
	871723078	Ablilty_Luxuria_Doppelganger			\Default Work Unit\SFX\Ablilty\Luxuria\Ablilty_Luxuria_Doppelganger	
	1047829572	Ablilty_Fury_Meteor			\Default Work Unit\SFX\Ablilty\Fury\Ablilty_Fury_Meteor	
	1162641783	Text_Stop			\Default Work Unit\UI\Log\Text_Stop	
	1246132400	Luxuria_Stage			\Default Work Unit\AMB\Luxuria_Stage	
	1545538756	Ablilty_Greed_Joker			\Default Work Unit\SFX\Ablilty\Greed\Ablilty_Greed_Joker	
	1570168993	Ablilty_Greed_shuffle_R			\Default Work Unit\SFX\Ablilty\Greed\Ablilty_Greed_shuffle_R	
	1799481692	Sloth_Stage			\Default Work Unit\AMB\Sloth_Stage	
	1813255844	Ablilty_Luxuria_LilithKiss			\Default Work Unit\SFX\Ablilty\Luxuria\Ablilty_Luxuria_LilithKiss	
	1866025847	FootStep			\Default Work Unit\SFX\General\FootStep	
	1955875006	Ablilty_Fury_FireBreath			\Default Work Unit\SFX\Ablilty\Fury\Ablilty_Fury_FireBreath	
	2071326854	Ablilty_Jealousy_WanderingWave			\Default Work Unit\SFX\Ablilty\Jealousy\Ablilty_Jealousy_WanderingWave	
	2090192256	BGM_Stop			\Default Work Unit\BGM\BGM_Stop	
	2106314190	Ablilty_Pride_DivinePunishment			\Default Work Unit\SFX\Ablilty\Pride\Ablilty_Pride_DivinePunishment	
	2701357099	Sloth_Stage_Stop			\Default Work Unit\AMB\Sloth_Stage_Stop	
	2850796585	Ablilty_Pride_glare			\Default Work Unit\SFX\Ablilty\Pride\Ablilty_Pride_glare	
	2915978152	Ablilty_Jealousy_Ouroboros			\Default Work Unit\SFX\Ablilty\Jealousy\Ablilty_Jealousy_Ouroboros	
	2972449336	Text			\Default Work Unit\UI\Log\Text	
	3563496934	Ablilty_Greed_CoinRain			\Default Work Unit\SFX\Ablilty\Greed\Ablilty_Greed_CoinRain	
	3584414616	BGM_gameover			\Default Work Unit\BGM\BGM_gameover	
	3819148614	Luxuria_Field			\Default Work Unit\BGM\Luxuria_Field	
	3838459994	Ablilty_Luxuria_Tingling			\Default Work Unit\SFX\Ablilty\Luxuria\Ablilty_Luxuria_Tingling	
	3956129242	Sloth_Field			\Default Work Unit\BGM\Sloth_Field	

Switch Group	ID	Name			Wwise Object Path	Notes
	3865314626	Material			\Default Work Unit\SFX\Foot\Material	

Switch	ID	Name	Switch Group			Notes
	602500964	General_FootStep	Material			

Game Parameter	ID	Name			Wwise Object Path	Notes
	151362964	PlayerHealth			\Default Work Unit\PlayerHealth	

Effect plug-ins	ID	Name	Type				Notes
	176736364	nat12, Nighthawk (2)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\nat12, Nighthawk (2)_89DB3A88.wem		\Actor-Mixer Hierarchy\Default Work Unit\BGM\Stage_1\nat12, Nighthawk (2)		18864144
	193630534	asf	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\asf_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Pause\asf		53742
	193926257	idk1_2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\idk1_2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Click\idk1_2		29420
	224189159	ppazicc2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\ppazicc2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Luxuria\Ablilty_Luxuria_Tingling\ppazicc2		492096
	246012061	clcik2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\clcik2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Click\clcik2		93096
	256695799	Foot_Tile_BootWalk10	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Foot_Tile_BootWalk10_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\Foot\FootWalk\Foot_Tile_BootWalk10		26750
	257276880	click4	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\click4_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Click\click4		384096
	333803756	Tail 2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Tail 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Weapon\ShotgunFire_int\Shotgun\Shotgun_Tail\Tail 2		134992
	340894199	text	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\text_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Log_Text\text		112700
	349371832	Foot_Tile_BootWalk15	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Foot_Tile_BootWalk15_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\Foot\FootWalk\Foot_Tile_BootWalk15		26004
	357382880	SFX_Player_Ablilty_Sloth_Barrier-start (2)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_Barrier-start (2)_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_Barrier\SFX_Player_Ablilty_Sloth_Barrier-start (2)		29524
	375039495	41415	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\41415_1EB59CB5.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\Stage_1\41415		11140176
	378354398	Foot_Tile_BootWalk03	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Foot_Tile_BootWalk03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\Foot\FootWalk\Foot_Tile_BootWalk03		33902
	379294076	SFX_Player_Ablilty_Greed_shuffle02	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Greed_shuffle02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_shuffle\Ablilty_Greed_shuffle_R\SFX_Player_Ablilty_Greed_shuffle02		50540
	401221416	Football_Crowd_AmbLoop	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Football_Crowd_AmbLoop_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\Stage_2\Football_Crowd_AmbLoop		363996
	419836732	BEE	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\BEE_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Gula\BEE		2790428
	435140414	SFX_Player_Ablilty_Sloth_L-Bullet_hit (1)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_L-Bullet_hit (1)_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_L-Bullet\L-Bullet_hit\SFX_Player_Ablilty_Sloth_L-Bullet_hit (1)		53540
	439489616	Heartbeat_Loop1	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Heartbeat_Loop1_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Low_HP\Heartbeat_Loop1		380444
	441935713	Head 2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Head 2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Weapon\Shotgun\Shotgun_Head\Head 2		21200
	473718757	Ablilty_Greed_Joker(insta-kill)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Ablilty_Greed_Joker(insta-kill)_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_Joker(insta-kill)\Ablilty_Greed_Joker(insta-kill)		339296
	486741315	death_1	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\death_1_CE05146F.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\SFX_Player_death\death_1		552096
	488172372	switch_button_push_on_off_08	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\switch_button_push_on_off_08_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Click\switch_button_push_on_off_08		48096
	491235446	SFX_Player_Ablilty_Luxuria_Doppelganger	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Luxuria_Doppelganger_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Luxuria\Ablilty_Luxuria_Doppelganger\SFX_Player_Ablilty_Luxuria_Doppelganger		294116
	495665146	SFX_Player_Ablilty_Greed_CoinBetting01	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Greed_CoinBetting01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_CoinBetting\SFX_Player_Ablilty_Greed_CoinBetting01		65376
	553420489	SFX_Player_Ablilty_Sloth_turretSHOT	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_turretSHOT_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_turret\SFX_Player_Ablilty_Sloth_turretSHOT		182268
	557308535	SFX_Player_Ablilty_Greed_CoinBetting03	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Greed_CoinBetting03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_CoinRain\SFX_Player_Ablilty_Greed_CoinBetting03		282096
	608414734	explode02	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\explode02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\Explode\explode02		220896
	622552658	SFX_Player_Ablilty_Sloth_L-Bullet_hit (2)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_L-Bullet_hit (2)_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_L-Bullet\L-Bullet_hit\SFX_Player_Ablilty_Sloth_L-Bullet_hit (2)		52812
	672083686	Scifi_Amb_Control_Loop4	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Scifi_Amb_Control_Loop4_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMB\Stage_1\Scifi_Amb_Control_Loop4		246200
	704672617	SFX_Player_Ablilty_Sloth_turret	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_turret_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_turret\SFX_Player_Ablilty_Sloth_turret		204096
	713846419	text2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\text2_85B08AA1.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Log_Text_Loud\text2		86708
	741798733	meteor 03	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\meteor 03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Fury\Ablilty_Fury_Meteor\meteor 03		782740
	753434404	SFX_Player_Ablilty_Jealousy_SwordDance	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Jealousy_SwordDance_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Jealousy\Ablilty_Jealousy_SwordDance\SFX_Player_Ablilty_Jealousy_SwordDance		408096
	789038407	SFX_Player_Ablilty_Greed_shuffle_start	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Greed_shuffle_start_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_shuffle\SFX_Player_Ablilty_Greed_shuffle_start		39096
	790862015	Head 3	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Head 3_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Weapon\Shotgun\Shotgun_Head\Head 3		21096
	798646191	meteor 02	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\meteor 02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Fury\Ablilty_Fury_Meteor\meteor 02		432096
	805674430	Ablilty_Pride_warrant	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Ablilty_Pride_warrant_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Pride\Ablilty_Pride_warrant\Ablilty_Pride_warrant		480096
	831653086	souleater	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\souleater_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\SoulEater\souleater		178704
	873602043	SFX_Player_Ablilty_Jealousy_Ouroboros2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Jealousy_Ouroboros2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Jealousy\Ablilty_Jealousy_Ouroboros\SFX_Player_Ablilty_Jealousy_Ouroboros2		202852
	891486426	meteor 01	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\meteor 01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Fury\Ablilty_Fury_Meteor\meteor 01		1219100
	896292773	SFX_Player_Ablilty_Fury_FireBreath	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Fury_FireBreath_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Fury\Ablilty_Fury_FireBreath\SFX_Player_Ablilty_Fury_FireBreath		119452
	932827004	idk2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\idk2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Click\idk2		16472
	941935925	SFX_Player_Ablilty_Pride_rush02	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Pride_rush02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Pride\Ablilty_Pride_rush\SFX_Player_Ablilty_Pride_rush02		64096
	962180818	Heal	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\Heal_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\General\Heal\Heal		148668
	1003029652	SFX_Player_Ablilty_Jealousy_WanderingWave (2)	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Jealousy_WanderingWave (2)_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Jealousy\Ablilty_Jealousy_WanderingWave\SFX_Player_Ablilty_Jealousy_WanderingWave (2)		169884
	1007028499	enemyhit	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\enemyhit_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemy\Enemy_hit\enemyhit		110660
	1032445781	SFX_Player_Ablilty_Sloth_L-Bullet2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_L-Bullet2_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_L-Bullet\SFX_Player_Ablilty_Sloth_L-Bullet2		248404
	1033427025	SFX_Player_Ablilty_Greed_shuffle01	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Greed_shuffle01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Greed\Ablilty_Greed_shuffle\Ablilty_Greed_shuffle_R\SFX_Player_Ablilty_Greed_shuffle01		50540
	1052683144	SFX_Player_Ablilty_Sloth_Barrier	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Sloth_Barrier_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Sloth\Ablilty_Sloth_Barrier\SFX_Player_Ablilty_Sloth_Barrier		130656
	1054154404	SFX_Player_Ablilty_Luxuria_LilithKiss2	C:\Users\Hyeon2-400\Desktop\Sound\.cache\Windows\SFX\SFX_Player_Ablilty_Luxuria_LilithKiss2_B2A4350B.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Player\Ability\Luxuria\Ablilty_Luxuria_LilithKiss\SFX_Player_Ablilty_Luxuria_LilithKiss2		114096

